Parça_Kodu,r_optimal,Q_optimal,SS_optimal,grid_r,grid_Q,ml_total_cost,ml_holding_cost,ml_ordering_cost,ml_stockout_cost,ml_service_level,ml_num_orders,ml_avg_inventory,r_eoq,Q_eoq,SS_eoq,eoq_total_cost,eoq_holding_cost,eoq_ordering_cost,eoq_stockout_cost,eoq_service_level,eoq_num_orders,eoq_avg_inventory,abs_saving,pct_saving,ABC,XYZ,Segment,Model_Grubu,champion,WAPE,sMAPE
Part-50,118953,11389,12977.4,115610,15896,17318707.536843877,11562695.375608116,23197.5,5732814.661235761,0.9835394082963816,185,28608.608133659425,153169,1180,47464.0,22776353.885684174,22547723.885684174,228630.0,0.0,1.0,1834,55787.94355442971,5457646.348840296,23.961896518786705,A,X,AX,Global_ML,XGBoost,12.696689685509085,13.593455277523312
Part-500,352,197,4.9,379,149,17524.396374305237,6451.950831769847,4377.5,6694.94554253539,0.9843997825598197,102,138.15977215390944,1290,182,985.8,54524.71793481612,49702.21793481613,4822.5,0.0,1.0,113,1064.305554159731,37000.321560510885,67.8597211722296,C,Z,CZ,Aralıklı_Croston,XGBoost,65.2634513426462,88.98332434517789
Part-501,186,37,1.1,202,28,11721.22385534953,3411.3080286736476,2150.0,6159.915826675884,0.9552192054514167,100,33.985160143954644,1176,65,695.3,104505.54114190384,103228.04114190384,1277.5,0.0,1.0,59,1028.4094781433068,92784.31728655432,88.78411256735778,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,100.0,153.53784221933049
Part-502,1611,170,5.4,1752,241,856503.8033067326,312363.2714336071,8080.0,536060.5318731254,0.9535935836547464,188,209.34012805938391,2952,43,1420.7,2137741.8859050903,2104184.3859050907,33557.5,0.0,1.0,782,1410.1857327344387,1281238.0825983577,59.93418059710699,C,Y,CY,Global_ML,HareketliOrtalama,39.24103857878692,55.37783779451587
Part-503,175,26,0.9,190,37,140009.2287712346,50118.475540061634,12307.5,77583.253231173,0.9565884514752522,192,27.843597522256466,596,20,404.7,807319.2000434918,790635.4500434918,16683.75,0.0,1.0,259,439.24191669082893,667309.9712722572,82.6575128197506,C,Z,CZ,Global_ML,Croston-SBA,168.75138946025803,145.53785202267156
Part-504,387,52,43.8,374,74,176191.49425567262,120556.15530891911,3867.5,51767.838946753465,0.9842242276651282,185,109.86121041910363,677,18,397.0,425717.52882798004,414391.2788279801,11326.25,0.0,1.0,544,377.62922484136345,249526.03457230743,58.61305153660552,C,Y,CY,Global_ML,CatBoost,22.602719369370377,24.935479978614243
Part-505,1500,224,132.2,1492,205,75043.80299439232,43214.28700264283,7578.75,24250.765991749497,0.9807746290576815,120,380.88490328230836,2523,176,1202.0,163169.50674512718,153367.00674512718,9802.5,0.0,1.0,157,1351.756133966585,88125.70375073486,54.008684287063716,C,Y,CY,Global_ML,RandomForest,22.539769615384937,22.139461564039955
Part-506,11460,1184,1323.6,11058,1520,188754.99563584465,126573.23205381566,7152.5,55029.26358202897,0.9875728472718068,170,2792.55760711074,16685,613,7084.7,358635.54667405214,344603.04667405214,14032.5,0.0,1.0,337,7602.901844317334,169880.5510382075,47.368575874215935,B,Y,BY,Global_ML,XGBoost,20.85515397489279,21.529733923754023
Part-507,3154,2197,0.0,3573,3126,17372.893770754974,7282.02151169618,5100.0,4990.872259058794,0.9578575697160743,30,1213.6702519493633,5882,1990,2535.5,28076.646147198695,22186.646147198695,5890.0,0.0,1.0,34,3697.7743578664463,10703.752376443721,38.12332968947458,B,X,BX,Global_ML,Croston-SBA,37.17709885742673,39.604125729732814
Part-508,261,196,0.0,287,251,7297.241657204751,3234.2347609969424,1751.25,2311.7568962078103,0.9664273598902096,26,111.01390700074633,465,160,186.8,10634.792997933047,8422.292997933047,2212.5,0.0,1.0,34,289.0920791777551,3337.551340728296,31.38332209547449,C,Y,CY,Aralıklı_Croston,UstelDuzeltme,8.248679398618448,8.129210700750392
Part-509,88608,9794,5409.4,90762,12480,246293.3056999337,112572.73969451067,27970.0,105750.56600542297,0.9757177031866788,166,18762.12328241846,116431,9689,37113.6,296395.3275200265,267365.3275200265,29030.0,0.0,1.0,174,44560.887920004425,50102.02182009278,16.90378260659576,A,X,AX,Global_ML,CatBoost,11.210378822680578,11.649429639000038
Part-51,89332,9311,9446.3,87148,11983,558663.9622989923,385028.9566800684,14105.0,159530.00561892393,0.9798824977117839,169,22404.682906225622,137451,4017,59346.3,1170030.870978898,1136610.870978898,33420.0,0.0,1.0,404,66138.93763115344,611366.9086799056,52.25220324045039,A,Y,AY,Global_ML,XGBoost,33.41864453643907,48.85136894753499
Part-510,589,74,57.8,580,80,98578.32050439401,57190.19006497964,8812.5,32575.63043941436,0.980384134165164,140,149.83083519600717,997,59,491.8,217658.94037542772,206386.44037542772,11272.5,0.0,1.0,180,540.7055423219688,119080.6198710337,54.70973058383828,C,Y,CY,Global_ML,LightGBM,106.66518868041423,105.35693291069863
Part-511,683,176,3.7,741,146,26329.47198295531,6157.665991825543,7038.75,13133.055991129764,0.9615716279700417,110,148.89557863567552,1250,241,619.9,35389.271538620465,30038.021538620458,5351.25,0.0,1.0,84,726.3350438301092,9059.799555665155,25.60041267246249,C,Y,CY,Global_ML,RandomForest,40.19521949260197,53.203227134403456
Part-512,276,219,4.8,296,259,2990.883640320707,1701.0544458805005,547.5,742.3291944402059,0.9789561284251176,25,129.06722858664156,423,127,182.1,3909.729727961783,2954.7297279617833,955.0,0.0,1.0,44,224.18963610138266,918.8460876410759,23.501524442204552,C,Y,CY,Global_ML,XGBoost,35.68796001068533,48.13400691656098
Part-513,196,20,7.5,206,28,81863.99266923775,33527.903007077635,4017.5,44318.58966216013,0.9667346818125979,189,31.408165891088107,356,13,163.0,200486.1157726484,194061.1157726484,6425.0,0.0,1.0,303,181.79197535588006,118622.12310341065,59.16725088231464,C,X,CX,Global_ML,RandomForest,27.142327032768883,27.998040974169246
Part-514,614,120,6.0,663,91,34538.57353324947,9459.2066470218,8410.0,16669.366886227675,0.9623486453758593,99,127.66494786381891,1260,164,699.6,63501.55176390101,57106.55176390102,6395.0,0.0,1.0,75,770.7311221408079,28962.978230651534,45.60987476075544,C,Y,CY,Global_ML,RandomForest,14.376650371028571,14.241857120307488
Part-515,1409,246,4.6,1532,211,23688.3482946531,5626.043147039745,2432.5,15629.805147613359,0.9505154777972177,113,231.35303672340433,2624,179,1749.0,36277.06669400888,32759.566694008885,3517.5,0.0,1.0,164,1347.1324407438478,12588.718399355777,34.70158848712758,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,50.126609335013086,60.33771860527995
Part-516,326,175,21.5,332,131,25477.18382130474,10545.405191471193,8715.0,6216.778629833547,0.9900741634879946,102,137.8981853776159,1312,187,1047.2,94508.84982277395,86268.84982277395,8240.0,0.0,1.0,96,1128.1043856708302,69031.6660014692,73.04254165712483,C,Z,CZ,Aralıklı_Croston,CatBoost,96.3936652202549,137.72983432440137
Part-517,162,33,0.0,178,24,30263.423821829278,6901.011230470087,6296.25,17066.162591359192,0.9455985823276031,98,28.198284285601385,309,41,151.3,47113.166294194336,41784.416294194336,5328.75,0.0,1.0,82,170.7356806158025,16849.74247236506,35.76440260276333,C,Y,CY,Global_ML,UstelDuzeltme,9.569685292228645,9.395482764015835
Part-518,1720,214,55.8,1815,250,208290.2182281442,86206.56487750847,13220.0,108863.65335063574,0.9712952526226847,156,300.1675687634612,3120,138,1585.5,483562.7779001944,462557.7779001944,21005.0,0.0,1.0,249,1610.6063824978523,275272.5596720502,56.925919912070945,C,Y,CY,Global_ML,RandomForest,24.89312488364708,25.006428726743916
Part-519,735,168,0.0,832,163,677465.2777905969,223199.41179594133,8070.0,446195.8659946555,0.9419228753399574,126,141.832997938041,2308,39,1671.9,2568212.964247083,2531492.964247083,36720.0,0.0,1.0,579,1608.6477714667121,1890747.686456486,73.62114095591727,C,Z,CZ,Aralıklı_Croston,XGBoost,99.77530674101591,135.72838685035856
Part-52,92088,8714,10017.5,89531,12311,3137431.725341231,1877728.2626149803,22995.0,1236708.4627262505,0.9786668512911565,184,23547.780352126385,114635,2312,34624.4,3374012.18439259,3263029.6450715596,88867.5,22115.039321030697,0.9996227416642837,720,40920.247564264886,236580.45905135898,7.0118436485121824,A,X,AX,Global_ML,LightGBM,9.553866422817439,10.154340814554601
Part-520,420,138,0.0,461,181,416745.7142230962,178047.98785450048,7625.0,231072.72636859567,0.9733226128718613,178,110.5610965192207,1319,32,997.4,1553405.6279430748,1519515.6279430748,33890.0,0.0,1.0,790,943.5619915051575,1136659.9137199786,73.17212537880879,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,35.963923337091316,48.79570244173859
Part-521,1175,186,0.7,1281,176,58729.67550160903,14934.532137968825,2676.25,41118.89336364022,0.9454264009476635,125,188.76753296386096,3444,122,2125.8,191227.86057313863,186895.36057313863,4332.5,0.0,1.0,202,2362.2953710139363,132498.1850715296,69.28811768034878,C,Z,CZ,Aralıklı_Croston,Croston-SBA,100.0,133.83315876952864
Part-522,65,16,1.9,69,9,5789.835841623033,1712.4705702180113,1713.75,2363.6152714050218,0.9673746408521489,80,13.772173139240966,133,20,77.8,11576.428395280494,10161.428395280494,1415.0,0.0,1.0,66,81.72108393313077,5786.592553657461,49.985991845434405,C,Z,CZ,Aralıklı_Croston,UstelDuzeltme,59.33806146572104,76.73183058743666
Part-523,9408,946,506.8,9710,1335,4326720.197793992,2962080.7163243406,24037.5,1340601.9814696505,0.9784076953137136,189,1645.6003979579668,15358,157,7057.8,12719840.061578637,12571482.561578637,148357.5,0.0,1.0,1171,6984.156978654801,8393119.863784645,65.98447640184392,B,Y,BY,Global_ML,LightGBM,12.164579342010724,11.791886397344884
Part-524,611,72,123.1,665,73,190389.0922639983,134177.34102423274,11700.0,44511.75123976554,0.985270458969014,137,187.96546262194278,539,42,189.3,233402.01518284762,81760.37489889373,19495.0,132146.64028395395,0.9562456525786509,229,114.53593113936074,43012.922918849334,18.428685324397446,C,X,CX,Global_ML,CatBoost,15.328731833151185,15.538718811900068
Part-525,2026,222,148.6,2048,282,85292.38102535639,44794.236275906034,7052.5,33445.64474945034,0.9797839238366961,167,433.1259889297515,3350,167,1723.0,184271.71963827327,174699.21963827327,9572.5,0.0,1.0,229,1689.2077767554815,98979.33861291688,53.713797650129955,C,X,CX,Global_ML,LightGBM,12.407430970061261,12.957405226358572
Part-526,401,283,29.1,406,355,8974.475665199267,5649.216742843355,1665.0,1660.2589223559091,0.9841872661876405,26,199.943963433261,1116,197,702.2,26879.98531435493,24453.735314354934,2426.25,0.0,1.0,38,865.4964010177297,17905.50964915566,66.612795504741,C,Z,CZ,Aralıklı_Croston,CatBoost,63.99954705133085,89.41256312364202
Part-527,1083,273,0.0,1190,234,37546.545510980555,7321.550422588722,4862.5,25362.495088391843,0.9490364591158238,113,212.7590758734851,1570,256,682.1,27767.941841571454,22312.941841571454,5455.0,0.0,1.0,127,648.398305307722,-9778.603669409102,-35.215442776423316,C,X,CX,Global_ML,HareketliOrtalama,27.67467652495379,28.428448461393536
Part-528,452,139,0.0,503,197,564238.6446077988,204719.66452152148,8177.5,351341.4800862772,0.9628094349607519,190,113.73314695640082,1807,32,1450.4,2549820.177031647,2512835.177031647,36985.0,0.0,1.0,862,1396.01954279536,1985581.5324238483,77.8714338489292,C,Z,CZ,Aralıklı_Croston,RandomForest,61.78577667057436,87.89453854106199
Part-529,654,82,31.1,680,93,48685.173208014494,13667.081927936111,12965.0,22053.091280078377,0.9682515083220237,153,118.58845210273591,1710,138,1093.9,144596.00766582577,136671.00766582577,7925.0,0.0,1.0,93,1185.8861556454415,95910.83445781129,66.33020925409625,C,Z,CZ,Aralıklı_Croston,RandomForest,72.78962527336621,107.4852296965078
Part-53,140908,14584,9468.7,143388,19716,5404741.619035807,2913546.499977098,43440.0,2447755.1190587105,0.9677083332904658,173,32862.610874740545,193097,3941,63833.2,6839668.036276884,6673018.036276885,166650.0,0.0,1.0,673,75266.61925183496,1434926.417241077,20.979474583128553,A,X,AX,Global_ML,CatBoost,13.205119283679407,13.288976927415092
Part-530,532,99,0.4,580,80,105078.93720875785,26414.844532626234,9145.0,69519.09267613162,0.9484945621023607,107,92.023805904839,2693,105,1803.2,648922.9854230272,639837.9854230272,9085.0,0.0,1.0,106,2229.062015049375,543844.0482142693,83.80717903831719,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,132.0407206483156,165.8396919386976
Part-531,655,69,10.3,703,97,342976.4148568503,173718.97591902493,15820.0,153437.43893782538,0.9660985244301991,186,97.4630157424148,1690,34,1112.4,1981200.2119276903,1947920.2119276908,33280.0,0.0,1.0,394,1092.8580327837685,1638223.79707084,82.68845254548316,C,Z,CZ,Aralıklı_Croston,LightGBM,79.85633676620598,112.10456657591052
Part-532,31161,5490,81.1,33905,4662,18008536.79282843,6711397.034345913,7263.75,11289876.00848252,0.9496125826332158,113,5213.487112663318,50269,262,17177.8,26020585.895674493,25860340.895674493,160245.0,0.0,1.0,2489,20088.597545148637,8012049.102846064,30.791194075987114,B,X,BX,Global_ML,Croston-SBA,36.867905417663934,36.630095366881136
Part-533,183,54,3.1,196,39,21212.77708754246,4873.040605313942,8235.0,8104.736482228514,0.971360233809528,96,44.27798862860176,466,83,317.4,42518.640224450544,36993.640224450544,5525.0,0.0,1.0,64,336.13591879423257,21305.863136908083,50.10946498861938,C,Z,CZ,Aralıklı_Croston,LightGBM,62.00296831847515,83.6329627974469
Part-534,150,25,38.1,153,17,46557.29602085696,33274.94785724062,3700.0,9582.348163616341,0.9798340626194901,87,61.31085834459249,342,20,216.4,139784.9268432051,135059.9268432051,4725.0,0.0,1.0,111,248.85508696335654,93227.63082234813,66.69362207194224,C,Z,CZ,Global_ML,CatBoost,96.87950212077617,119.40717424053071
Part-535,305,49,40.7,288,40,8456.688323364724,4707.687906927944,2240.0,1509.0004164367822,0.981422235625578,106,90.4517489572371,606,57,416.7,22331.834311021514,20358.084311021514,1973.75,0.0,1.0,94,391.15259289828913,13875.14598765679,62.13168965170468,C,Z,CZ,Aralıklı_Croston,CatBoost,65.55506723045917,99.03375057237533
Part-536,1378,200,146.1,1344,264,75286.76709584199,46190.24384644387,3622.5,25474.023249398128,0.9811605170527782,173,380.5462226224338,3050,116,1752.2,248231.79905540976,241858.04905540976,6373.75,0.0,1.0,307,1992.5888957166305,172945.03195956777,69.67078054369793,C,Y,CY,Global_ML,LightGBM,53.311032174889526,75.07264067028001
Part-537,9542,986,788.2,9550,1313,90078.47417009206,45276.76446631922,7492.5,37309.20970377283,0.9803589163118073,177,2000.564000809439,13460,832,4641.9,137338.9153895292,128261.4153895292,9077.5,0.0,1.0,216,5667.259428664246,47260.44121943714,34.41154394251195,B,X,BX,Global_ML,RandomForest,16.98578268310713,17.74549431585166
Part-538,1273,132,35.1,1350,186,60136.15398098157,23665.53349930792,4031.25,32439.37048167365,0.9696792357521362,189,187.7430211729364,2461,93,1237.6,172342.91222914332,166450.41222914332,5892.5,0.0,1.0,277,1320.481672990551,112206.75824816174,65.10668573301936,C,Y,CY,Aralıklı_Croston,XGBoost,42.42080491218449,56.76965897182161
Part-539,873,237,0.0,953,187,71706.43033640165,17718.07873258749,2253.75,51734.60160381416,0.9551839960673932,105,186.87117919416767,1616,85,1076.0,84288.0289057647,77689.2789057647,6598.75,0.0,1.0,308,819.3826982585422,12581.59856936305,14.92691041978152,C,Z,CZ,Aralıklı_Croston,HareketliOrtalama,58.86827705858801,72.69478259599154
Part-54,125462,13234,10704.5,125190,17214,2240457.6288400684,1265901.8501925087,28970.0,945585.7786475599,0.9802492364185076,172,27715.784995369584,169254,4292,50753.2,3047826.0537882457,2956666.0537882457,91160.0,0.0,1.0,544,64733.54994894833,807368.4249481773,26.489977141073123,A,X,AX,Global_ML,CatBoost,17.45099951320156,18.5991393433809
Part-540,1482,1131,0.0,1621,1418,11314.967125613322,5939.228770400973,2325.0,3050.738355212351,0.9736827907252161,26,655.3704063383839,2024,633,1001.1,12269.188091945507,8041.255170101096,4200.0,27.932921844410913,0.9997590192802489,49,887.3207064465371,954.2209663321846,7.777376621674035,C,Y,CY,Global_ML,HareketliOrtalama,22.544087886672447,23.325785596059887
Part-541,908,95,82.6,900,124,486023.9520333445,340739.63937599666,7127.5,138156.81265734773,0.9751926803972774,170,215.97436103618915,1534,30,760.3,1266482.893325713,1243345.393325713,23137.5,0.0,1.0,560,788.081854411115,780458.9412923686,61.624120262921764,C,Y,CY,Aralıklı_Croston,RandomForest,47.21870453395912,63.616195401082166
Part-542,1048,189,3.6,1139,157,53920.218597313935,11602.76030157001,9405.0,32912.45829574391,0.947982537575264,110,179.88440992679222,2731,234,1735.6,126288.1732645981,118273.1732645981,8015.0,0.0,1.0,93,1833.6584941768233,72367.95466728415,57.30382568418288,C,Z,CZ,Global_ML,Croston-SBA,100.0,129.18480586846323
Part-543,31916,3478,1451.9,33234,4570,16008840.061589679,10303847.888623353,21757.5,5683234.672966327,0.9726202888453269,172,6287.621872449797,43430,308,14254.6,25329880.476617467,25077362.976617467,252517.5,0.0,1.0,2019,15302.727452841815,9321040.415027788,36.798596122994866,B,X,BX,Global_ML,LightGBM,25.88726198936633,27.655030507945593
Part-544,160,333,4.5,170,274,2002.1604137309114,1109.4751855684044,800.0,92.68522816250677,0.9862132726796835,9,184.91253092806738,393,273,267.2,3298.289357948088,2333.2893579480883,965.0,0.0,1.0,11,388.8815596580146,1296.1289442171765,39.29700531258168,C,Z,CZ,Aralıklı_Croston,CatBoost,65.72785628082391,88.47036241888429
Part-545,759,727,0.0,851,745,5076.762733662707,2492.0443044324193,1805.0,779.7184292302886,0.9751517530174262,21,415.3407174054033,2451,745,1513.5,14319.121237141746,12514.121237141748,1805.0,0.0,1.0,21,2085.686872856958,9242.358503479038,64.54557057248518,C,Z,CZ,Aralıklı_Croston,RandomForest,104.68447540631874,122.90113137590366
Part-546,1907,223,137.5,1930,265,52703.22308496522,28115.487584370778,3351.25,21236.485500594452,0.9830158803552609,158,391.0468661766777,2587,141,982.9,77283.3498998889,71863.3498998889,5420.0,0.0,1.0,258,999.5180658695497,24580.12681492368,31.805203639288692,C,X,CX,Global_ML,LightGBM,19.95684160324046,20.382952972973385
Part-547,1015,162,73.0,1028,141,37251.6165744796,14761.099568221538,9705.0,12785.517006258062,0.9743634131691579,115,237.08496466832312,1806,228,891.0,71679.21221094187,64589.21221094187,7090.0,0.0,1.0,84,1037.3977239441492,34427.59563646227,48.03009767343241,C,Y,CY,Global_ML,CatBoost,42.810943891588764,59.28585124294885
Part-548,261,54,4.0,280,39,23246.141967844338,6072.036472007097,8155.0,9019.10549583724,0.9606328166919995,95,49.91891080095938,587,84,346.4,51798.89971110395,46353.89971110395,5445.0,0.0,1.0,63,381.0807454175828,28552.75774325961,55.12232480324067,C,Z,CZ,Aralıklı_Croston,LightGBM,46.50622997058932,61.66779347094741
Part-549,559,144,40.9,565,111,15088.268268798285,6386.0123538785465,4442.5,4259.755914919739,0.9858024961981284,105,152.45300259447836,976,177,458.6,27912.555044127268,24257.555044127264,3655.0,0.0,1.0,86,579.0995847090664,12824.286775328983,45.944510472276455,C,Y,CY,Global_ML,RandomForest,59.961287696869626,78.54295326825496
Part-55,119809,13953,12939.8,116585,16030,4520703.3641413795,3014850.4586496036,37890.0,1467962.9054917772,0.9833927239998153,151,30476.307752683897,162117,3386,55620.7,6656063.805873988,6496778.805873988,159285.0,0.0,1.0,641,65674.1795338055,2135360.4417326087,32.08142986622438,A,X,AX,Global_ML,RandomForest,24.500646984227657,24.754634982459002
Part-550,390,179,11.2,413,162,27094.104944222483,11600.366819152285,7710.0,7783.7381250702,0.984257012938549,121,148.05299643602126,891,176,572.0,58191.25436266816,50218.75436266816,7972.5,0.0,1.0,126,640.9312030031876,31097.149418445675,53.43955850244679,C,Y,CY,Global_ML,RandomForest,44.14604263651951,54.12372579603256
Part-551,286,384,0.0,316,509,2818.072362492204,1204.2838159026646,1300.0,313.788546589539,0.9772573288843818,15,200.71396931711075,522,421,222.4,3928.5918534027905,2718.5918534027924,1210.0,0.0,1.0,14,453.0986422337987,1110.5194909105867,28.267621894819612,C,X,CX,Global_ML,RandomForest,15.006252570228456,14.213799055799145
Part-552,29244,2858,2412.9,29270,4025,1048809.9957959158,579710.1434214002,30830.0,438269.85237451596,0.9744916423799198,184,6647.8386407477765,48937,1483,21919.2,2237978.651234204,2176838.651234204,61140.0,0.0,1.0,368,24962.94443795616,1189168.655438288,53.13583553544997,B,Y,BY,Global_ML,CatBoost,45.173842148357124,56.259218017424196
Part-553,1547,199,43.8,1640,225,88201.38398422847,28958.77153009046,9723.75,49518.862454138005,0.9711063090278602,152,246.26062154608613,2726,189,1152.4,172509.03129000752,162012.78129000752,10496.25,0.0,1.0,164,1377.7299971937982,84307.64730577906,48.871439759028156,C,Y,CY,Global_ML,RandomForest,42.619212425747136,55.35008220320239
Part-554,15552,1694,708.4,16193,2227,9007470.568300981,5784168.134338824,7162.5,3216139.9339621565,0.9679564749278408,170,3213.4267412993468,39897,129,23103.1,47436604.89361713,47339609.89361713,96995.0,0.0,1.0,2331,26299.783274231733,38429134.325316146,81.01156145448978,B,Z,BZ,Aralıklı_Croston,CatBoost,70.38383898641482,93.7133850740878
Part-555,355,97,25.3,360,71,9511.933331638531,4258.811110077832,1961.25,3291.8722215606986,0.9719332307518845,93,116.00344049154064,597,104,285.5,14864.611700252839,12984.61170025284,1880.0,0.0,1.0,90,353.6807789177845,5352.678368614308,36.009540488186865,C,Y,CY,Global_ML,LightGBM,44.454733012106814,60.2475408619625
Part-556,2455,427,6.8,2671,367,103471.72089846726,33161.163063423344,9760.0,60550.55783504393,0.9503073098472979,114,403.6502907181137,6488,319,4128.3,364318.6286465331,350558.6286465331,13760.0,0.0,1.0,160,4267.132974084187,260846.90774806586,71.59856434383515,B,Z,BZ,Aralıklı_Croston,UstelDuzeltme,156.53161977822992,151.75071322290543
Part-557,1074,188,67.8,1098,151,27566.556371758903,10729.657162936557,9135.0,7701.899208822337,0.9814980336146444,108,233.7371508630156,2997,295,1869.2,106751.82154395673,100806.82154395673,5945.0,0.0,1.0,70,2195.9974021007984,79185.26517219783,74.1769686239893,C,Z,CZ,Global_ML,LightGBM,94.91021795501196,133.46829566229857
Part-558,304,32,11.7,319,44,118044.84761354137,43618.79554184347,3895.0,70531.05207169791,0.9658624242031593,183,49.89197270877597,608,15,375.7,301967.11466169235,293342.11466169235,8625.0,0.0,1.0,406,335.53005297902,183922.267048151,60.90804531950692,C,Z,CZ,Aralıklı_Croston,CatBoost,91.17183331984175,114.6147252368795
Part-559,1634,313,14.9,1766,243,27885.999360519567,8377.963026003705,6660.0,12848.036334515862,0.9562211547031614,103,291.82560838501456,2382,316,1304.3,34662.27188605955,27747.271886059556,6915.0,0.0,1.0,107,966.507547722634,6776.272525539982,19.549418306493806,C,Y,CY,Global_ML,HareketliOrtalama,13.493226395208344,13.818833111635707
Part-56,63447,11366,2813.2,66146,12993,30479431.662529647,14201314.538934305,12320.0,16265797.123595346,0.9676275542406442,147,16358.34562276713,92424,585,33885.5,33181869.4511741,32933334.4511741,248535.0,0.0,1.0,3005,37935.563358271866,2702437.7886444516,8.144320477847065,A,X,AX,Global_ML,LightGBM,16.665740589504026,20.35218970476713
Part-560,1513,230,0.0,1669,229,51982.088892652944,10215.122498418876,2806.25,38960.716394234056,0.9405550685750862,131,227.2026605283511,2922,171,1434.2,72353.24047780309,68339.49047780309,4013.75,0.0,1.0,187,1519.9929377363871,20371.151585150146,28.155133689416047,C,Y,CY,Global_ML,Croston-SBA,74.39857957980159,84.7387596733352
Part-561,1758,310,0.0,1934,266,105446.937313329,22965.624018148366,9705.0,72776.31329518066,0.9450056485189574,113,284.3096534914526,2506,251,1069.4,85902.00251425053,73227.00251425053,12675.0,0.0,1.0,147,906.5350758417084,-19544.934799078474,-22.752595081629334,C,Y,CY,Global_ML,HareketliOrtalama,39.65598785253777,51.796157867988356
Part-562,1539,209,241.8,1415,195,60049.33591181329,39497.19650359648,5390.0,15162.139408216806,0.9848035529614227,126,423.6896494775532,3994,157,2693.0,271558.6969752385,264246.1969752385,7312.5,0.0,1.0,172,2834.590514848839,211509.36106342523,77.88716156739817,C,Z,CZ,Aralıklı_Croston,RandomForest,90.13744065735266,129.15968450938558
Part-563,4510,624,313.2,4578,630,142908.6713472283,71211.06320855908,11280.0,60417.60813866921,0.9760318442961411,133,989.7188524458252,5406,416,1892.1,138268.63815542698,120732.5837130959,17390.0,146.0544423310601,0.999942108071339,206,1677.9880656378505,-4640.033191801311,-3.3558102934271155,B,X,BX,Global_ML,LightGBM,17.62551857179644,18.27642264684051
Part-564,12990,2458,114.6,14046,1931,44227.96868112859,15548.547658108419,8735.0,19944.42102302016,0.9610260482547852,103,2591.4246096847364,19074,2756,6237.6,58046.43691885206,49921.436918852065,8125.0,0.0,1.0,96,8320.239486475342,13818.468237723471,23.80588537594729,B,X,BX,Global_ML,XGBoost,20.846357295481663,21.172769881175586
Part-565,4801,730,0.0,5241,1029,2388919.2598351217,540991.219340106,12097.5,1835830.5404950152,0.9553792343109582,188,757.2987699086103,20445,167,15201.0,11420332.459502436,11365031.209502436,55301.25,0.0,1.0,860,15909.17531975386,9031413.199667314,79.08187639627434,B,Z,BZ,Global_ML,Croston-SBA,136.46188306414166,164.06103536662528
Part-566,834,113,28.0,879,121,51976.11843794244,17049.53628113368,9138.75,25787.832156808767,0.9675871105770213,143,145.58515965391354,1391,136,583.1,88238.55374852844,80397.30374852844,7841.25,0.0,1.0,123,686.5086597648753,36262.43531058601,41.095908500416414,C,Y,CY,Global_ML,XGBoost,18.542134462848477,17.24644876624012
Part-567,1432,213,75.3,1480,291,84162.4540147711,29695.944729844563,11816.25,42650.25928492651,0.9748028500613035,184,278.83202001333854,2470,217,1153.4,149015.33224421937,137105.33224421937,11910.0,0.0,1.0,186,1287.3595062235859,64852.87822944828,43.52094328331376,C,X,CX,Global_ML,CatBoost,25.645384440084136,26.54096935331669
Part-568,968,745,0.6,1055,923,10125.560137021324,6193.535882660244,1728.75,2203.2742543610816,0.9772056754525223,26,426.7636763863793,1570,435,540.3,15320.078472716326,12320.078472716326,3000.0,0.0,1.0,46,848.9112006446949,5194.518335695002,33.906603970377624,C,X,CX,Global_ML,Croston-SBA,38.10286520284846,37.88946375504108
Part-569,605,95,21.8,636,87,416155.6897390709,258182.5818339659,4900.0,153073.10790510493,0.9606019261689424,116,143.4347676855366,1286,24,684.2,1397086.7166438142,1376816.7166438142,20270.0,0.0,1.0,488,764.89817591323,980931.0269047434,70.21260851017243,C,Y,CY,Global_ML,LightGBM,75.68120516724723,88.74986601801001
Part-57,112233,19762,290.4,122119,16791,33878448.209021,10592998.836382123,9685.0,23275764.372638877,0.9503746426842803,113,18604.536388851047,154132,781,56337.2,26032218.738944344,25773933.738944344,258285.0,0.0,1.0,3009,45266.88764310258,-7846229.470076658,-30.140456135376027,A,X,AX,Global_ML,UstelDuzeltme,8.096922450381207,8.223724595067393
Part-570,1061,267,0.0,1166,229,90646.89982613565,22912.302174787874,7293.75,60440.84765134779,0.9491810509383154,113,207.2596190531953,1770,194,671.8,103382.8905271816,92785.3905271816,10597.5,0.0,1.0,164,839.316125794053,12735.990701045957,12.319244157424086,C,X,CX,Global_ML,Croston-SBA,16.2650871824186,16.449202824308074
Part-571,1272,245,12.5,1374,189,30473.0259144107,7779.926082195261,8830.0,13863.099832215437,0.954891435167049,103,230.43439613160544,2347,361,1105.2,50176.57225586728,43911.57225586728,6265.0,0.0,1.0,73,1300.6211793100906,19703.54634145658,39.268418418423536,C,Y,CY,Global_ML,Croston-SBA,9.65219516168445,9.27582926877709
